activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_18374,adult,hoạt động dưới nước,Water Activities,"Water chạy bộ, 30 steps/min, chậm","Water running, 30 steps/min, slow",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18375,adult,hoạt động dưới nước,Water Activities,"Water chạy bộ, 40 steps/min, vừa","Water running, 40 steps/min, moderate",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18376,adult,hoạt động dưới nước,Water Activities,"Water chạy bộ, 50 steps/min, nhanh","Water running, 50 steps/min, fast",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18377,adult,hoạt động dưới nước,Water Activities,"Water chạy bộ, 60 steps/min, very nhanh","Water running, 60 steps/min, very fast",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18380,adult,hoạt động dưới nước,Water Activities,"Windsurfing, not pumping cho tốc độ","Windsurfing, not pumping for speed",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/water-activities
adult_18385,adult,hoạt động dưới nước,Water Activities,"Windsurfing hoặc kitesurfing, crossing trial","Windsurfing or kitesurfing, crossing trial",11.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18390,adult,hoạt động dưới nước,Water Activities,"Windsurfing, competition, pumping cho tốc độ","Windsurfing, competition, pumping for speed",14.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18404,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 25 W, 40-50 RPM","Aquatic cycling, 25 W, 40-50 RPM",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/water-activities
adult_18408,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 25 W, 60-70 RPM","Aquatic cycling, 25 W, 60-70 RPM",4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/water-activities
adult_18412,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 50 W, 40-50 RPM","Aquatic cycling, 50 W, 40-50 RPM",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/water-activities
adult_18416,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 50 W, 60-70 RPM","Aquatic cycling, 50 W, 60-70 RPM",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18420,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 75 W, 40-50 RPM","Aquatic cycling, 75 W, 40-50 RPM",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/water-activities
adult_18424,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 75 W, 60-70 RPM","Aquatic cycling, 75 W, 60-70 RPM",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18428,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 100 W, 40-50 RPM","Aquatic cycling, 100 W, 40-50 RPM",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18432,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 100 W, 60-70 RPM","Aquatic cycling, 100 W, 60-70 RPM",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18436,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 80-89 RPM","Aquatic cycling, 80-89 RPM",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_18440,adult,hoạt động dưới nước,Water Activities,"Aquatic đạp xe, 90+ RPM","Aquatic cycling, 90+ RPM",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/water-activities
adult_19005,adult,hoạt động mùa đông,Winter Activities,"Dog sledding, mushing","Dog sledding, mushing",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19006,adult,hoạt động mùa đông,Winter Activities,"Dog sledding, passenger","Dog sledding, passenger",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/winter-activities
adult_19010,adult,hoạt động mùa đông,Winter Activities,"Moving icehouse, set up/drill holes","Moving icehouse, set up/drill holes",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19011,adult,hoạt động mùa đông,Winter Activities,Ice câu cá,Ice fishing,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/winter-activities
adult_19018,adult,hoạt động mùa đông,Winter Activities,"Skating, ice khiêu vũ","Skating, ice dancing",14.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19020,adult,hoạt động mùa đông,Winter Activities,"Skating, ice, 9 mph hoặc less","Skating, ice, 9 mph or less",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19030,adult,hoạt động mùa đông,Winter Activities,"Skating, ice, chung (Taylor Code 360)","Skating, ice, general (Taylor Code 360)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19040,adult,hoạt động mùa đông,Winter Activities,"Skating, ice, rapidly, more than 9 mph but not competitive","Skating, ice, rapidly, more than 9 mph but not competitive",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19045,adult,hoạt động mùa đông,Winter Activities,"Skating Treadmill, 6 – 6.9 mph, 2% grade","Skating Treadmill, 6 – 6.9 mph, 2% grade",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19046,adult,hoạt động mùa đông,Winter Activities,"Skating Treadmill, 7 – 7.9 mph, 2% grade","Skating Treadmill, 7 – 7.9 mph, 2% grade",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19047,adult,hoạt động mùa đông,Winter Activities,"Skating Treadmill, 8 – 8.9 mph, 2% grade","Skating Treadmill, 8 – 8.9 mph, 2% grade",10.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19048,adult,hoạt động mùa đông,Winter Activities,"Skating Treadmill, 9 – 9.9 mph, 2% grade","Skating Treadmill, 9 – 9.9 mph, 2% grade",11.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19050,adult,hoạt động mùa đông,Winter Activities,"Skating, tốc độ, competitive","Skating, speed, competitive",13.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19060,adult,hoạt động mùa đông,Winter Activities,"Ski nhảy, climb up mang vác skis","Ski jumping, climb up carrying skis",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19075,adult,hoạt động mùa đông,Winter Activities,"Skiing, chung","Skiing, general",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19080,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, 2.5 mph, chậm hoặc nhẹ nỗ lực, ski đi bộ","Skiing, cross country, 2.5 mph, slow or light effort, ski walking",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19090,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, 4.0-4.9 mph, vừa tốc độ và nỗ lực, chung","Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19100,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, 5.0-7.9 mph, brisk tốc độ, mạnh nỗ lực","Skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort",11.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19110,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, elite skier, >8.0-11.9 mph, racing","Skiing, cross country, elite skier, >8.0-11.9 mph, racing",14.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19112,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, 12-16 mph, elite skier, racing","Skiing, cross country, 12-16 mph, elite skier, racing",16.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19115,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross-country skiing high-intensity training","Skiing, cross-country skiing high-intensity training",9.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19130,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross country, khó snow, lên dốc, maximum, snow mountaineering","Skiing, cross country, hard snow, uphill, maximum, snow mountaineering",15.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19135,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross-country, skating","Skiing, cross-country, skating",13.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19140,adult,hoạt động mùa đông,Winter Activities,"Skiing, cross-country, biathlon, skating technique","Skiing, cross-country, biathlon, skating technique",13.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19142,adult,hoạt động mùa đông,Winter Activities,"Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle","Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle",12.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19144,adult,hoạt động mùa đông,Winter Activities,"Biathlon training, 5 degree incline, 10.7 km/h (6.6 mph), with/without rifle","Biathlon training, 5 degree incline, 10.7 km/h (6.6 mph), with/without rifle",15.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19146,adult,hoạt động mùa đông,Winter Activities,"Skiing, slalom","Skiing, slalom",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19150,adult,hoạt động mùa đông,Winter Activities,"Skiing, xuống dốc, alpine hoặc snowboarding, nhẹ nỗ lực, active time only","Skiing, downhill, alpine or snowboarding, light effort, active time only",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19160,adult,hoạt động mùa đông,Winter Activities,"Skiing, xuống dốc, alpine hoặc snowboarding, vừa nỗ lực, chung, active time only","Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19170,adult,hoạt động mùa đông,Winter Activities,"Skiing, xuống dốc, alpine hoặc snowboarding, mạnh nỗ lực, active time only","Skiing, downhill, alpine or snowboarding, vigorous effort, active time only",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19174,adult,hoạt động mùa đông,Winter Activities,"Skiing, Alpine skiing high-intensity training","Skiing, Alpine skiing high-intensity training",7.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19180,adult,hoạt động mùa đông,Winter Activities,"Sledding, tobogganing, bobsledding, luge (Taylor Code 370)","Sledding, tobogganing, bobsledding, luge (Taylor Code 370)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19190,adult,hoạt động mùa đông,Winter Activities,"Snow shoeing, vừa nỗ lực","Snow shoeing, moderate effort",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19192,adult,hoạt động mùa đông,Winter Activities,"Snow shoeing, mạnh nỗ lực","Snow shoeing, vigorous effort",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19200,adult,hoạt động mùa đông,Winter Activities,"Snowmobiling, driving, vừa tốc độ, flat land","Snowmobiling, driving, moderate pace, flat land",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19201,adult,hoạt động mùa đông,Winter Activities,"snowboarding, recreational, vừa tốc độ, mountain","snowboarding, recreational, moderate pace, mountain",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19202,adult,hoạt động mùa đông,Winter Activities,"Snowmobiling, passenger, nhẹ","Snowmobiling, passenger, light",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/winter-activities
adult_19252,adult,hoạt động mùa đông,Winter Activities,"Snow shoveling, by hand, vừa nỗ lực","Snow shoveling, by hand, moderate effort",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19254,adult,hoạt động mùa đông,Winter Activities,"Snow shoveling, by hand, mạnh nỗ lực","Snow shoveling, by hand, vigorous effort",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19260,adult,hoạt động mùa đông,Winter Activities,"Snow blower, đi bộ và đẩy","Snow blower, walking and pushing",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/winter-activities
adult_19300,adult,hoạt động mùa đông,Winter Activities,"Skiing, roller, elite racers","Skiing, roller, elite racers",12.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19305,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 10 – 12.9 km/h, no incline","Rollerskiing, 10 – 12.9 km/h, no incline",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/winter-activities
adult_19310,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 13 – 16.9 km/h, no incline","Rollerskiing, 13 – 16.9 km/h, no incline",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19315,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 17 – 19.9 km/h, no incline","Rollerskiing, 17 – 19.9 km/h, no incline",8.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19320,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 20 – 23.9 km/h, no incline","Rollerskiing, 20 – 23.9 km/h, no incline",10.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19325,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 24 – 27.9 km/h, no incline","Rollerskiing, 24 – 27.9 km/h, no incline",15.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19330,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 10-15 km/h, 2-5 degree incline","Rollerskiing, 10-15 km/h, 2-5 degree incline",12.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19335,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 16-22 km/h, 2-5 degree incline","Rollerskiing, 16-22 km/h, 2-5 degree incline",14.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19340,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, 6-9 km/h, 6-10 degree incline","Rollerskiing, 6-9 km/h, 6-10 degree incline",12.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19345,adult,hoạt động mùa đông,Winter Activities,"Rollerskiing, >10 km/h, 6-10 degree incline","Rollerskiing, >10 km/h, 6-10 degree incline",16.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19400,adult,hoạt động mùa đông,Winter Activities,"Mountaineering, xuống dốc leo núi, đi bộ down với rope","Mountaineering, downhill climbing, walking down with rope",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_19405,adult,hoạt động mùa đông,Winter Activities,"Mountaineering, xuống dốc climbing/cross-country skiing","Mountaineering, downhill climbing/cross-country skiing",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/winter-activities
adult_20000,adult,hoạt động tôn giáo,Religious Activities,"ngồi trong church, trong service, attending a ceremony, ngồi quietly","Sitting in church, in service, attending a ceremony, sitting quietly",1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20001,adult,hoạt động tôn giáo,Religious Activities,"ngồi, playing an instrument at church","Sitting, playing an instrument at church",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20005,adult,hoạt động tôn giáo,Religious Activities,"ngồi trong church, talking hoặc singing, attending a ceremony, ngồi, active participation","Sitting in church, talking or singing, attending a ceremony, sitting, active participation",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20010,adult,hoạt động tôn giáo,Religious Activities,"ngồi, reading religious materials at home","Sitting, reading religious materials at home",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20015,adult,hoạt động tôn giáo,Religious Activities,"đứng quietly trong church, attending a ceremony","Standing quietly in church, attending a ceremony",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20020,adult,hoạt động tôn giáo,Religious Activities,"đứng, singing trong church, attending a ceremony, đứng, active participation","Standing, singing in church, attending a ceremony, standing, active participation",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20025,adult,hoạt động tôn giáo,Religious Activities,"Kneeling trong church hoặc at home, praying","Kneeling in church or at home, praying",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20030,adult,hoạt động tôn giáo,Religious Activities,"đứng, talking trong church","Standing, talking in church",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20035,adult,hoạt động tôn giáo,Religious Activities,đi bộ trong church,Walking in church,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20036,adult,hoạt động tôn giáo,Religious Activities,"đi bộ, less than 2.0 mph, very chậm","Walking, less than 2.0 mph, very slow",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20039,adult,hoạt động tôn giáo,Religious Activities,"Walk/stand combination cho religious purposes, usher","Walk/stand combination for religious purposes, usher",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20040,adult,hoạt động tôn giáo,Religious Activities,"Praise với dance hoặc run, spiritual khiêu vũ trong church","Praise with dance or run, spiritual dancing in church",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_20045,adult,hoạt động tôn giáo,Religious Activities,Serving food at church,Serving food at church,2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20046,adult,hoạt động tôn giáo,Religious Activities,Preparing food at church,Preparing food at church,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20047,adult,hoạt động tôn giáo,Religious Activities,"Washing dishes, cleaning kitchen at church","Washing dishes, cleaning kitchen at church",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_20050,adult,hoạt động tôn giáo,Religious Activities,Eating at church,Eating at church,1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/religious-activities
adult_20055,adult,hoạt động tôn giáo,Religious Activities,"Eating/talking at church hoặc đứng eating, American Indian Feast days","Eating/talking at church or standing eating, American Indian Feast days",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/religious-activities
adult_20060,adult,hoạt động tôn giáo,Religious Activities,Cleaning church,Cleaning church,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_20061,adult,hoạt động tôn giáo,Religious Activities,chung yard work at church,General yard work at church,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_20065,adult,hoạt động tôn giáo,Religious Activities,"đứng, vừa nỗ lực (e.g., nâng heavy objects, assembling at nhanh rate)","Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_20095,adult,hoạt động tôn giáo,Religious Activities,"đứng, moderate-to-heavy nỗ lực, manual labor, nâng ≥ 50 lbs, heavy maintenance","Standing, moderate-to-heavy effort, manual labor, lifting ≥ 50 lbs, heavy maintenance",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/religious-activities
adult_21000,adult,hoạt động tình nguyện,Volunteer Activities,"ngồi, meeting, chung, and/or với talking involved","sitting, meeting, general, and/or with talking involved",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/volunteer-activities
adult_21005,adult,hoạt động tình nguyện,Volunteer Activities,"ngồi, nhẹ office work, trong chung","Sitting, light office work, in general",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/volunteer-activities
adult_21010,adult,hoạt động tình nguyện,Volunteer Activities,"ngồi, vừa work","Sitting, moderate work",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/volunteer-activities
adult_21015,adult,hoạt động tình nguyện,Volunteer Activities,"đứng, nhẹ work (filing, talking, assembling)","Standing, light work (filing, talking, assembling)",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/volunteer-activities
adult_21016,adult,hoạt động tình nguyện,Volunteer Activities,"ngồi, child care, only active periods","Sitting, child care, only active periods",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/volunteer-activities
adult_21017,adult,hoạt động tình nguyện,Volunteer Activities,"đứng, child care, only active periods","Standing, child care, only active periods",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21018,adult,hoạt động tình nguyện,Volunteer Activities,"Walk/run play với children, vừa, only active periods","Walk/run play with children, moderate, only active periods",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21019,adult,hoạt động tình nguyện,Volunteer Activities,"Walk/run play với children, mạnh, only active periods","Walk/run play with children, vigorous, only active periods",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21020,adult,hoạt động tình nguyện,Volunteer Activities,"đứng, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)","Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21025,adult,hoạt động tình nguyện,Volunteer Activities,"đứng, vừa (e.g., nâng 50 lbs., assembling at nhanh rate)","Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21030,adult,hoạt động tình nguyện,Volunteer Activities,"đứng, moderate/heavy work","Standing, moderate/heavy work",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21035,adult,hoạt động tình nguyện,Volunteer Activities,"Typing, electric, manual, hoặc computer","Typing, electric, manual, or computer",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/volunteer-activities
adult_21040,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, less than 2.0 mph, very chậm","Walking, less than 2.0 mph, very slow",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/volunteer-activities
adult_21045,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, 2.8 to 3.4 mph, vừa tốc độ, not mang vác anything","Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21050,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, 3.5 to 3.9 mph, brisk tốc độ, not mang vác anything","Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything",4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21055,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, 2.5 mph slowly và mang vác objects less than 25 pounds","Walking, 2.5 mph slowly and carrying objects less than 25 pounds",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21060,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, 3.0 mph moderately và mang vác objects less than 25 pounds, đẩy something","Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21065,adult,hoạt động tình nguyện,Volunteer Activities,"đi bộ, 3.5 mph, briskly và mang vác objects less than 25 pounds","Walking, 3.5 mph, briskly and carrying objects less than 25 pounds",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_21070,adult,hoạt động tình nguyện,Volunteer Activities,"Walk/stand combination, cho volunteer purposes","Walk/stand combination, for volunteer purposes",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/volunteer-activities
adult_22040,adult,chơi game,Video Games,"Seated, video game, handheld controller (inactive)","Seated, video game, handheld controller (inactive)",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/video-games
adult_22120,adult,chơi game,Video Games,"Video game, handheld controller nhẹ nỗ lực","Video game, handheld controller (light effort)",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/video-games
adult_22160,adult,chơi game,Video Games,"Video game, nhẹ nỗ lực (Wii Fit, yoga, bowling, etc.)","Video game, light effort (Wii Fit, yoga, bowling, etc.)",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/video-games
adult_22200,adult,chơi game,Video Games,"Active video game, motion sensing game/using upper body nhẹ to vừa nỗ lực","Active video game, motion sensing game/using upper body (light to moderate effort)",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/video-games
adult_22240,adult,chơi game,Video Games,"Active video game, motion sensing game/using total body vừa nỗ lực","Active video game, motion sensing game/using total body (moderate effort)",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/video-games
adult_22280,adult,chơi game,Video Games,"Active video game, motion sensing game/using total body (moderate-to-vigorous nỗ lực","Active video game, motion sensing game/using total body (moderate-to-vigorous effort)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/video-games
adult_22320,adult,chơi game,Video Games,"Active video game, motion sensing game/using total body, exergames, workouts, khiêu vũ mạnh nỗ lực","Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort)",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/video-games
adult_22360,adult,chơi game,Video Games,"Conditioning/exercise virtual reality fitness, mạnh intensity","Conditioning/exercise virtual reality fitness, vigorous intensity",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/video-games
older_0101060,older_adult,đạp xe,Bicycling,"đạp xe, tại chỗ, chung, vừa nỗ lực","Bicycling, stationary, general, moderate effort",5.3,MET_60_PLUS,2.7,ml/kg/min,moderate,True,True,False,https://pacompendium.com/older-adult-compendium/
