food_id,source_name,name_vi,name_en,category_vi,category_en,item_type,processing_level,recommendation_priority,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg
FOOD004508,Foundation Foods,"Phô mai, queso fresco, phần cái","Cheese, queso fresco, solid","Sữa, trứng và sản phẩm liên quan",Dairy and Egg Products,basic_food,processed,medium,51.38,297.608,18.8848,23.36,2.9572,,,626.5,126.4,389.8,601.8,0.0,27.64,2.908,76.09,13.95,,
FOOD004509,Foundation Foods,"Phô mai, cotija, phần cái","Cheese, cotija, solid","Sữa, trứng và sản phẩm liên quan",Dairy and Egg Products,basic_food,processed,medium,40.0,351.4,23.83568,27.24,2.72432,,,1625.0,116.7,485.5,699.6,0.0,29.9,3.597,89.26,15.89,,
FOOD004510,Foundation Foods,"Cá, cá hồi, sockeye, đánh bắt tự nhiên, sống","Fish, salmon, sockeye, wild caught, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,72.51,129.984,22.3,4.936,0.0,,,53.3,329.7,226.3,14.84,0.4024,26.15,0.4246,59.3,0.722,,
FOOD004511,Foundation Foods,"Cá, cá hồi, Atlantic, farm raised, sống","Fish, salmon, Atlantic, farm raised, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,65.84,197.294,20.31875,13.11,0.0,,,49.49,378.2,230.3,9.423,0.2588,25.39,0.3394,62.11,2.277,,
FOOD004512,Foundation Foods,"Cá, tilapia, farm raised, sống","Fish, tilapia, farm raised, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,78.28,94.659,19.0,2.479,0.0,,,93.66,342.4,159.4,8.628,0.0,24.28,0.2995,47.6,0.647,,
FOOD004513,Foundation Foods,"Động vật giáp xác, tôm, farm raised, sống","Crustaceans, shrimp, farm raised, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,81.28,71.4265,15.56875,0.8013,0.48495,,,474.9,145.9,190.6,64.63,0.5223,22.53,0.9368,136.0,,,
FOOD004514,Foundation Foods,"Cá, cá tuyết, Atlantic, đánh bắt tự nhiên, sống","Fish, cod, Atlantic, wild caught, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,82.86,65.9855,16.06875,0.6675,0.0,,,298.8,245.1,224.1,6.59,0.065,17.98,0.3051,47.44,0.044,,
FOOD004515,Foundation Foods,"Cá, cá da trơn, farm raised, sống","Fish, catfish, farm raised, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,75.89,129.1124,16.46875,7.308,0.0,,,60.51,292.3,166.2,7.796,0.0,20.63,0.4749,65.96,1.602,,
FOOD004516,Foundation Foods,"Động vật giáp xác, cua, xanh lam swimming, lump, đã thanh trùng, bảo quản lạnh","Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,basic_food,minimally_processed,high,78.88,80.9935,18.65,0.8075,0.0,,,331.3,234.8,278.5,110.9,0.6319,43.08,3.478,113.5,,,
FOOD004517,Foundation Foods,"Bí mùa hè, xanh, bí ngòi, có vỏ, sống","Squash, summer, green, zucchini, includes skin, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,95.01,19.0,0.984375,0.205,3.27,0.7525,,0.0,225.8,32.9,20.85,0.1945,15.29,0.2605,,,,
FOOD004518,Foundation Foods,"Bí mùa hè, vàng, có vỏ, sống","Squash, summer, yellow, includes skin, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,94.05,22.0,0.890625,0.135,4.39,0.9563,,0.0,220.5,30.74,22.69,0.1369,16.84,0.203,,,,
FOOD004519,Foundation Foods,"Bí mùa đông, bí hồ lô, sống","Squash, winter, butternut, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,processed,medium,87.32,48.1323,1.14875,0.1675,10.50745,1.959,,0.0,329.1,26.53,21.74,0.2129,14.95,0.193,,,,
FOOD004520,Foundation Foods,"Bí mùa đông, bí sồi, sống","Squash, winter, acorn, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,87.22,48.5625,1.25,0.1825,10.48,2.635,,0.0,332.1,42.04,24.82,0.3078,23.75,0.2935,,,,
FOOD004521,Foundation Foods,"Bắp cải, bok choy, sống","Cabbage, bok choy, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,94.54,20.259,1.02375,0.2338,3.51495,1.259,,14.27,227.8,30.51,61.93,0.4388,13.64,0.2738,,,,
FOOD004522,Foundation Foods,"Súp lơ trắng, sống","Cauliflower, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.72,27.5923,1.640625,0.2375,4.723075,1.948,,20.0,274.4,39.69,20.35,0.3338,14.2,0.2344,,,,
FOOD004523,Foundation Foods,"Cải rổ, sống","Collards, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,87.51,46.894,2.96875,0.77,7.02225,3.816,,18.41,409.8,45.01,276.4,0.7505,49.51,0.4594,,,,
FOOD004524,Foundation Foods,"Cải Brussels, sống","Brussels sprouts, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,84.62,59.485,3.984375,0.565,9.615625,4.785,,25.74,476.8,78.54,38.64,0.7305,25.0,0.3663,,,,
FOOD004525,Foundation Foods,"Củ dền, sống","Beets, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,88.16,44.6205,1.6875,0.3025,8.787,3.119,,111.6,341.5,33.65,13.82,0.4281,21.01,0.3104,,,,
FOOD004526,Foundation Foods,"Cà tím, sống","Eggplant, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,93.11,26.0848,0.851875,0.12,5.399325,2.448,,0.4425,222.1,22.75,11.06,0.0,13.54,0.1189,,,,
FOOD004527,Foundation Foods,"Cà chua, nguyên miếng, đóng hộp, cả phần cái và nước, có thêm muối","Tomatoes, whole, canned, solids and liquids, with salt added",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,prepared_food,processed,medium,93.93,22.4763,0.8675,0.2063,4.2874,0.8725,,111.5,202.9,17.31,19.83,0.9291,10.75,0.1198,,,,
FOOD004528,Foundation Foods,"Cà chua, sốt, đóng hộp, có thêm muối","Tomato, sauce, canned, with salt added",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,prepared_food,processed,medium,90.21,34.1765,1.351875,0.3825,6.331625,1.636,,416.9,355.5,29.2,17.1,1.107,18.73,0.183,,,,
FOOD004529,Foundation Foods,"Cà chua, bột nhão, đóng hộp, không muối thêm","Tomato, paste, canned, without salt added",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,prepared_food,processed,medium,71.93,104.2825,4.234375,0.7325,20.188125,4.704,,61.15,971.6,91.16,36.85,3.185,49.61,0.5113,,,,
FOOD004530,Foundation Foods,"Cà chua, crushed, đóng hộp","Tomatoes, crushed, canned",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,prepared_food,processed,medium,89.94,37.8755,1.4375,0.3975,7.137,1.944,,139.8,345.6,32.91,19.2,2.268,18.64,0.2014,,,,
FOOD004531,Foundation Foods,"Cà chua, xay nhuyễn, đóng hộp","Tomato, puree, canned",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,prepared_food,processed,medium,89.11,40.845,1.578125,0.265,8.036875,1.971,,29.36,416.4,34.14,17.64,1.237,19.33,0.2084,,,,
FOOD004532,Foundation Foods,"Mơ, có vỏ, sống","Apricot, with skin, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,87.88,48.445,0.96125,0.405,10.23875,1.51,,0.0,231.4,22.51,11.59,0.1634,8.883,0.1483,,,,
FOOD004533,Foundation Foods,"Dưa, honeydew, sống","Melons, honeydew, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,90.59,36.6715,0.53125,0.2163,8.14995,,,21.15,208.9,11.74,6.579,0.0,9.504,0.05999,,,,
FOOD004534,Foundation Foods,"Chuối nấu, chín, sống","Plantains, ripe, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,66.06,136.4733,1.15625,0.8933,30.95215,2.125,,0.0,395.6,30.12,3.825,0.3192,33.93,0.1467,,,,
FOOD004535,Foundation Foods,"Chuối nấu, chưa chín tới, sống","Plantains, underripe, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,63.59,145.4318,1.229375,0.685,33.587325,2.53,,0.0,406.3,27.9,4.832,0.3342,29.47,0.185,,,,
FOOD004536,Foundation Foods,"Chia hạt, khô, sống","Chia seeds, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,7.451,517.154,17.013,32.89,38.273,,,0.0,642.1,691.3,595.4,6.043,326.3,5.556,,,,
FOOD004537,Foundation Foods,"Bulgur, khô, sống","Bulgur, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,8.485,372.341,11.75625,2.421,75.88175,11.72,,2.18,358.3,312.1,34.11,2.625,118.9,2.149,,,,
FOOD004538,Foundation Foods,"Tự nhiên gạo/cơm, khô, sống","Wild rice, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,8.428,369.164,12.7875,1.704,75.6695,4.26,,1.014,298.8,354.9,7.973,1.53,108.5,5.845,,,,
FOOD004539,Foundation Foods,"Arugula, non, sống","Arugula, baby, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,90.94,30.993,1.64875,0.325,5.36825,2.28,,86.93,406.8,51.19,203.7,1.393,42.65,0.3483,,,,
FOOD004540,Foundation Foods,"Măng tây, xanh, sống","Asparagus, green, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.57,28.1015,1.4375,0.2163,5.1012,1.883,,2.46,277.5,53.9,20.58,0.4436,13.78,0.5955,,,,
FOOD004541,Foundation Foods,"Bơ quả, Hass, đã bóc vỏ, sống","Avocado, Hass, peeled, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,67.0,223.334,1.8125,20.31,8.3235,,,0.0,576.4,42.38,14.46,0.6133,32.8,0.4596,,,,
FOOD004542,Foundation Foods,"Gạo/cơm, đen, không tăng cường vi chất, sống","Rice, black, unenriched, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.46,369.97,7.56875,3.438,77.18825,4.179,,0.0,255.6,306.7,14.4,1.116,113.4,1.716,,,,
FOOD004543,Foundation Foods,"Ngô, ngọt, vàng và trắng hạt, tươi, sống","Corn, sweet, yellow and white kernels, fresh, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,80.25,84.55,2.789375,1.626,14.689625,2.428,,0.0,237.0,75.46,0.6563,0.3875,25.76,0.5564,,,,
FOOD004544,Foundation Foods,"Einkorn, hạt ngũ cốc, khô, sống","Einkorn, grain, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.53,369.383,15.11719,3.811,68.65381,8.913,,0.0,431.8,435.8,41.41,3.69,140.4,5.231,,,,
FOOD004545,Foundation Foods,"Farro, đã xát hạt, khô, sống","Farro, pearled, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.47,367.011,12.63944,3.103,72.13156,7.31,,0.845,385.4,367.5,25.94,3.195,118.8,3.968,,,,
FOOD004546,Foundation Foods,"Fonio, hạt ngũ cốc, khô, sống","Fonio, grain, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,9.373,369.133,7.16875,1.693,81.30525,2.197,,2.967,43.79,93.24,11.65,2.663,39.1,1.849,,,,
FOOD004547,Foundation Foods,"Khorasan, hạt ngũ cốc, khô, sống","Khorasan, grain, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,8.901,371.4,14.75573,2.8,71.79427,10.52,,3.936,450.5,370.8,24.08,3.874,130.1,4.46,,,,
FOOD004548,Foundation Foods,"Kiwi (kiwi), xanh, đã bóc vỏ, sống","Kiwifruit (kiwi), green, peeled, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,83.83,65.0648,1.008125,0.64,13.818075,2.129,,2.275,301.5,27.61,24.38,0.03663,14.79,0.4547,,,,
FOOD004549,Foundation Foods,"Mandarin, không hạt, đã bóc vỏ, sống","Mandarin, seedless, peeled, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,84.65,61.9623,1.039375,0.4575,13.421825,1.328,,0.0,167.2,19.71,43.96,0.0,12.59,0.06869,,,,
FOOD004550,Foundation Foods,"Xoài, Tommy Atkins, đã bóc vỏ, sống","Mango, Tommy Atkins, peeled, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,83.2,68.4625,0.5625,0.5725,15.265,1.753,,0.0,165.0,16.45,12.4,0.0,10.26,0.0664,,,,
FOOD004551,Foundation Foods,"Xoài, Ataulfo, đã bóc vỏ, sống","Mango, Ataulfo, peeled, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,80.79,78.4665,0.6875,0.6813,17.3962,1.289,,0.0,204.4,17.74,10.02,0.0,10.57,0.102,,,,
FOOD004552,Foundation Foods,"Bột ngô, masa harina, trắng hoặc vàng, khô, sống","Corn flour, masa harina, white or yellow, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.08,376.068,7.5625,4.34,76.6895,7.038,,2.733,276.6,241.1,111.6,1.698,93.3,1.617,,,,
FOOD004554,Foundation Foods,"Mận, đen, có vỏ, sống","Plum, black, with skin, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,84.94,58.6773,0.578125,0.2825,13.455575,1.346,,0.0,186.3,18.63,4.031,0.0,6.615,0.04518,,,,
FOOD004555,Foundation Foods,"Gạo/cơm, đỏ, không tăng cường vi chất, khô, sống","Rice, red, unenriched, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.51,369.828,8.5625,3.44,76.1545,4.198,,0.4375,245.1,313.9,9.224,1.198,125.5,2.563,,,,
FOOD004556,Foundation Foods,"Cao lương cám, trắng, không tăng cường vi chất, khô, sống","Sorghum bran, white, unenriched, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,7.424,402.787,11.16875,9.259,68.69525,34.95,,2.915,851.5,517.1,61.66,14.21,273.5,4.4,,,,
FOOD004557,Foundation Foods,"Cao lương bột, trắng, đã xát hạt, không tăng cường vi chất, khô, sống","Sorghum flour, white, pearled, unenriched, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,11.87,364.018,10.2125,3.238,73.5065,3.299,,0.0,273.9,245.8,7.894,2.225,107.0,1.318,,,,
FOOD004558,Foundation Foods,"Cao lương hạt ngũ cốc, trắng, đã xát hạt, không tăng cường vi chất, khô, sống","Sorghum grain, white, pearled, unenriched, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.45,369.873,10.25,3.265,74.872,3.916,,0.0,273.9,243.4,7.45,2.036,108.9,1.276,,,,
FOOD004559,Foundation Foods,"Cao lương, nguyên miếng hạt ngũ cốc, trắng, khô, sống","Sorghum, whole grain, white, dry, raw",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,high,10.62,372.591,10.08125,4.219,73.57375,8.274,,0.3288,367.1,294.1,14.93,3.895,136.0,1.769,,,,
FOOD004560,Foundation Foods,"Chuối nấu, quá chín, sống","Plantains, overripe, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,67.71,130.3432,1.166875,0.99,29.191425,1.792,,0.0,408.2,28.92,3.9,0.3148,31.73,0.1492,,,,
FOOD004561,Foundation Foods,"Gà, đùi dưới, thịt và da, sống","Chicken, drumstick, meat and skin, raw",Thịt gia cầm,Poultry Products,raw_ingredient,unprocessed,high,75.29,124.9848,18.35625,5.94,0.0,,,90.98,244.1,152.5,8.285,0.6658,18.55,1.7,94.55,,,
FOOD004562,Foundation Foods,"Đùi gà, thịt và da, sống","Chicken, thigh, meat and skin, raw",Thịt gia cầm,Poultry Products,raw_ingredient,unprocessed,high,68.87,187.8848,17.10625,13.35,0.0,,,63.55,246.0,153.6,5.726,0.5861,18.51,1.2,95.5,,,
FOOD004563,Foundation Foods,"Gà, cánh, thịt và da, sống","Chicken, wing, meat and skin, raw",Thịt gia cầm,Poultry Products,raw_ingredient,unprocessed,high,70.66,167.55,18.40625,10.64,0.0,,,84.14,194.0,132.8,13.55,0.5111,16.53,1.179,98.88,,,
FOOD004564,Foundation Foods,"Ức gà, thịt và da, sống","Chicken, breast, meat and skin, raw",Thịt gia cầm,Poultry Products,raw_ingredient,unprocessed,high,73.2,126.905,21.40625,4.777,0.0,,,48.07,332.5,203.6,6.898,0.3535,25.4,0.6245,75.38,,,
FOOD004565,Foundation Foods,"Bò, thăn lưng ngắn (NY bít tết thăn lưng), sống","Beef, short loin (NY strip steak), raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,65.95,190.0448,21.325,11.54,0.2212,,,43.09,323.0,171.4,5.043,1.608,19.5,3.284,57.6,,,
FOOD004566,Foundation Foods,"Bò, thăn nội bít tết, sống","Beef, tenderloin steak, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.21,143.2,21.09375,6.456,0.18025,,,44.85,344.7,189.7,4.089,2.53,21.98,3.225,64.41,,,
FOOD004567,Foundation Foods,"Bò, thăn mông trên bít tết, sống","Beef, top sirloin steak, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.01,140.144,21.975,5.708,0.218,,,42.85,349.4,193.1,3.701,2.224,22.08,3.453,60.13,,,
FOOD004568,Foundation Foods,"Heo, sườn cốt lết, cắt giữa, sống","Pork, chop, center cut, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,71.18,138.275,22.8125,5.475,0.0,,,39.3,366.5,202.3,4.124,0.4213,23.44,1.325,57.3,,,
FOOD004582,Foundation Foods,"Anchovies, đóng hộp trong olive dầu, có muối, đã ráo nước","Anchovies, canned in olive oil, with salt, drained","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,44.43,206.065,26.9375,9.853,2.4095,,,5403.0,297.8,225.7,239.8,2.688,227.6,2.539,,,,
FOOD004583,Foundation Foods,"Lá củ dền, sống","Beet greens, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,91.88,26.367,1.609375,0.1438,4.658825,2.578,,280.5,368.7,26.75,72.8,3.163,74.36,0.3154,,,,
FOOD004584,Foundation Foods,"Cá tuyết, Pacific hoặc Alaskan, đông lạnh, đánh bắt tự nhiên","Cod, Pacific or Alaskan, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,83.53,60.84,14.2,0.216,0.524,,,353.9,192.3,278.8,9.013,0.0,17.88,0.2687,,,,
FOOD004585,Foundation Foods,"Fennel, củ, sống","Fennel, bulb, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.59,26.8924,0.921875,0.14,5.486225,2.046,,49.03,332.4,33.38,41.3,0.0,14.98,0.1413,,,,
FOOD004586,Foundation Foods,"Cá bơn, đông lạnh, đánh bắt tự nhiên","Halibut, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,79.04,81.3345,19.0625,0.5917,0.0,,,108.3,430.2,216.8,4.103,0.0,23.06,0.3272,,,,
FOOD004587,Foundation Foods,"Tôm hùm, tail chỉ, đông lạnh, đánh bắt tự nhiên","Lobster, tail only, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,83.69,58.8175,12.99375,0.3667,0.88555,,,508.8,212.6,174.7,71.64,0.1728,39.04,1.536,,,,
FOOD004588,Foundation Foods,"Mahi mahi, đông lạnh, đánh bắt tự nhiên","Mahi mahi, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,78.3,83.7115,19.79375,0.3767,0.28655,,,51.93,407.9,223.8,6.003,0.05167,28.02,0.2963,,,,
FOOD004589,Foundation Foods,"Củ cải vàng, sống","Parsnips, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,77.75,87.0745,1.265625,0.5381,19.292275,5.351,,0.4913,492.6,62.54,44.16,0.5053,22.0,0.328,,,,
FOOD004590,Foundation Foods,"Ớt, chuối hoặc hungarian wax, có hạt, sống","Peppers, banana or Hungarian wax, seeded, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,93.8,23.9398,0.723125,0.1314,4.966175,1.79,,0.0,177.4,21.83,9.816,0.1622,10.19,0.1304,,,,
FOOD004591,Foundation Foods,"Ớt, jalapeno, có hạt, sống","Peppers, jalapeno, seeded, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,93.8,24.1264,0.621125,0.1488,5.075675,1.725,,0.0,166.9,19.07,10.1,0.03763,8.946,0.09438,,,,
FOOD004592,Foundation Foods,"Ớt, poblano, có hạt, sống","Peppers, poblano, seeded, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.83,27.9906,1.425625,0.1906,5.143175,2.07,,0.0,191.6,22.41,8.366,0.1171,10.73,0.1284,,,,
FOOD004593,Foundation Foods,"Ớt, serrano, có hạt, sống","Peppers, serrano, seeded, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.38,29.233,0.855625,0.1406,6.136275,2.521,,0.0,224.5,24.25,12.86,0.05725,12.68,0.138,,,,
FOOD004594,Foundation Foods,"Radicchio, sống","Radicchio, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,92.82,26.3679,1.30875,0.1431,4.96125,2.114,,8.076,334.6,35.47,30.91,0.4006,12.95,0.1999,,,,
FOOD004595,Foundation Foods,"Củ cải, đỏ, sống","Radishes, red, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,94.68,19.60045,0.65625,0.08313,4.05682,1.314,,51.16,197.8,17.91,21.51,0.0,8.944,0.1039,,,,
FOOD004596,Foundation Foods,"Scallops, bay, Patagonian, đông lạnh, đánh bắt tự nhiên","Scallops, bay, Patagonian, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,79.43,78.456,16.3875,0.4192,2.2833,,,252.4,292.0,229.1,14.03,0.1717,46.44,1.025,,,,
FOOD004597,Foundation Foods,"Scallops, sea, đông lạnh, đánh bắt tự nhiên","Scallops, sea, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,82.54,66.3545,13.5125,0.4933,1.9662,,,313.0,244.9,214.0,10.54,0.2133,30.63,1.002,,,,
FOOD004598,Foundation Foods,"Sea cá vược, Chilean, đông lạnh, đánh bắt tự nhiên","Sea bass, Chilean, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,67.46,209.3868,14.925,16.57,0.1392,,,109.4,236.4,151.7,6.822,0.0,16.64,0.2949,,,,
FOOD004599,Foundation Foods,"Snapper, đông lạnh, đánh bắt tự nhiên","Snapper, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,77.16,89.538,20.6625,0.5692,0.4413,,,93.06,348.8,199.0,13.91,0.201,27.46,0.3645,,,,
FOOD004600,Foundation Foods,"Snow cua, legs chỉ, đông lạnh","Snow crab, legs only, frozen","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,80.34,69.223,15.5375,0.2942,1.1063,,,728.5,192.9,162.0,97.8,0.2756,58.37,3.369,,,,
FOOD004601,Foundation Foods,"Squid (calamari), đông lạnh, tubes chỉ","Squid (calamari), frozen, tubes only","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,88.91,43.9108,8.80625,0.5508,0.93215,,,271.9,9.483,63.76,10.56,0.0,10.52,0.5268,,,,
FOOD004602,Foundation Foods,"Swordfish, đông lạnh, đánh bắt tự nhiên","Swordfish, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,70.91,151.855,19.2375,8.123,0.4495,,,56.87,414.1,234.9,3.623,0.09617,26.68,0.5407,,,,
FOOD004603,Foundation Foods,"Cá ngừ, ahi hoặc yellowfin, đông lạnh, đánh bắt tự nhiên","Tuna, ahi or yellowfin, frozen, wild caught","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,73.5,101.8695,24.7,0.3875,0.0,,,94.37,420.2,270.8,3.193,0.5914,35.48,0.3524,,,,
FOOD004604,Foundation Foods,"Củ cải trắng, sống","Turnips, raw",Rau củ và sản phẩm từ rau củ,Vegetables and Vegetable Products,raw_ingredient,unprocessed,high,91.02,33.9816,0.953125,0.1188,7.274975,1.915,,12.8,262.1,31.3,32.7,0.0,10.39,0.1561,,,,
FOOD004606,Foundation Foods,"Dưa hấu, không hạt, rind chỉ, sống","Watermelon, seedless, rind only, raw",Trái cây và nước ép,Fruits and Fruit Juices,beverage,unprocessed,high,94.66,19.419,0.53125,0.07,4.166,1.535,,3.763,272.5,20.73,16.93,0.0,9.673,0.121,,,,
FOOD004621,Foundation Foods,"Alaska cá minh thái, sống","Alaska Pollock, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,80.4,78.4785,17.33,0.9925,0.0565,0.0,,114.8,353.0,223.2,40.36,0.2402,22.82,0.4313,59.95,0.2374,0.008173,
FOOD004622,Foundation Foods,"Sốt hummus, thương mại","Hummus, commercial",Đậu và sản phẩm từ đậu,Legumes and Legume Products,prepared_food,processed,medium,58.7,229.0,7.35,17.1,14.9,5.4,,438.0,289.0,166.0,41.0,2.41,71.1,1.38,,2.22,0.018,
